Lead Id,Lead Owner,Lead Owner Id,Company,First Name,Last Name,Title,Email,Phone,Mobile,Website,Lead Source,Lead Status,Industry,No of Employees,Created By,Created By Id,Modified By,Modified By Id,Created Time,Modified Time,Skype ID,Email Opt Out,Salutation,Secondary Email,Currency,Exchange Rate,Last Activity Time,Twitter,Sub-Industry,Middle Name,Street,City,State,Zip Code,Country,Description
zcrm_265928000000152183,Amelia Burrows,zcrm_265928000000034003,Cardinal Healthcare Corporation,Keith,Huffstutler,Technical Support Director/CIO,keith@samplecompany.com,888-555-6578,865-555-6578,,External Referral,Junk Lead,ERP,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,2/27/13 10:38,,TRUE,,,USD,1,2/27/13 10:38,,,,821 S Rockefeller Ave,Ontario,,91761-8119,United States,
zcrm_265928000000152185,Amelia Burrows,zcrm_265928000000034003,AmerisourceBergen Corporation,David,Yost,CEO,david.yost@samplecompany.com,888-555-6575,865-555-6575,,Advertisement,Lost Lead,Large Enterprise,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,2/27/13 10:38,,TRUE,,,USD,1,2/27/13 10:38,,,,4000 W Metropolitan Dr,Orange,,92868-3510,United States,
zcrm_265928000000152187,Amelia Burrows,zcrm_265928000000034003,AmerisourceBergen Corporation,Linda,Burkett,Executive VP/CIO,linda@samplecompany.com,888-555-1235,865-555-1235,,Advertisement,Contacted,ERP,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,2/27/13 10:38,,TRUE,,,USD,1,2/27/13 10:38,,,,4000 W Metropolitan Dr,Orange,,92868-3510,India,
zcrm_265928000000152191,Amelia Burrows,zcrm_265928000000034003,CorVel Corporation,Jerry,Foreman,Systems Administrator,jerry_foreman@corvel.com,888-555-6786,865-555-6786,,Advertisement,Junk Lead,Large Enterprise,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,2/27/13 10:38,,TRUE,,,USD,1,2/27/13 10:38,,,,600 City Pkwy W Ste 200,Orange,,92868-2943,United States,
zcrm_265928000000152195,Amelia Burrows,zcrm_265928000000034003,Biasys Health Care,Michele,Michael,MIS Manager,michele.michael@samplecompany.com,888-555-6756,865-555-6756,,Partner,Contacted,Large Enterprise,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,2/27/13 10:38,,TRUE,,,USD,1,2/27/13 10:38,,,,1100 Bird Center Dr,Palm Springs,,92262-8099,United States,
zcrm_265928000000152197,Amelia Burrows,zcrm_265928000000034003,Palm Springs Health Care Corp,Scott,Gillis,CIO/Network Manager,scott.gillis@samplecompany.com,888-555-4654,865-555-4654,,External Referral,Junk Lead,ASP,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,1/31/12 16:14,,FALSE,,,USD,1,1/31/12 16:14,,,,277 S Sunrise Way,Palm Springs,,92262-6792,United States,
zcrm_265928000000152199,Amelia Burrows,zcrm_265928000000034003,Adelphia Company,Ralph,Seager,IS Manager/CIO,ralph@samplecompany.com,888-555-3436,865-555-3436,,Online Store,Lost Lead,ERP,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,2/27/13 10:38,,TRUE,,,USD,1,2/27/13 10:38,,,,41551 10th St W,Palmdale,,93551-1405,India,
zcrm_265928000000152201,Amelia Burrows,zcrm_265928000000034003,Avon Products Inc,Harriet,Edelman,CIO,harriet.edelman@samplecompany.com,888-555-5679,865-555-5679,,External Referral,Contacted,ASP,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,2/27/13 10:38,,TRUE,,,USD,1,2/27/13 10:38,,,,2940 E Foothill Blvd,Pasadena,,91121-0002,United States,
zcrm_265928000000152203,Tai Chang,zcrm_265928000000034003,Avon Products Inc,Patrick,Lewis,Systems Administrator,patrick.lewis@samplecompany.com,888-555-3456,865-555-3456,,Advertisement,Lost Lead,ASP,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,2/27/13 10:38,,TRUE,,,USD,1,2/27/13 10:38,,,,2940 E Foothill Blvd,Pasadena,,91121-0002,Unite Kingdom,
zcrm_265928000000152205,Tai Chang,zcrm_265928000000034003,Avery Dennison Corporation,Kennith,Wolnsky,CIO,kennith@samplecompany.com,888-555-2345,865-555-2345,,Advertisement,Junk Lead,Large Enterprise,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,2/27/13 10:38,,TRUE,,,USD,1,2/27/13 10:38,,,,150 N. Orange Grove Blvd,Pasadena,,,United States,
zcrm_265928000000152207,Amelia Burrows,zcrm_265928000000034003,Avery Dennison Corporation,Phillip,Neal,CEO,neal.p@samplecompany.com,888-555-3643,865-555-3643,,Cold Call,Lost Lead,ASP,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,2/27/13 10:38,,TRUE,,,USD,1,2/27/13 10:38,,,,150 N. Orange Grove Blvd,Pasadena,,,India,
zcrm_265928000000152209,Amelia Burrows,zcrm_265928000000034003,Placentia Linda Hospital,Judi,Murdock,IS Director/CIO,judi.m@samplecompany.com,888-555-5689,865-555-5689,,Online Store,Lost Lead,Large Enterprise,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,1/31/12 16:14,,FALSE,,,USD,1,1/31/12 16:14,,,,1301 N Rose Dr,Placentia,,92870-3899,United States,
zcrm_265928000000152211,Amelia Burrows,zcrm_265928000000034003,Farmers Insurance Group Inc,Gary,Davis,PC Coordinator,gary.davis@farmersinsurance.com,888-555-3543,865-555-3543,,Partner,Junk Lead,ERP,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,2/27/13 10:38,,TRUE,,,USD,1,2/27/13 10:38,,,,PO Box 1900,Pleasanton,,94566-0900,Unite Kingdom,
zcrm_265928000000152213,Amelia Burrows,zcrm_265928000000034003,Everett Charles Technologies Corp,David,VanLoan,President/CEO,david.vanloan@samplecompany.com,888-555-4785,865-555-4785,,Online Store,Lost Lead,ASP,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,2/27/13 10:38,,TRUE,,,USD,1,2/27/13 10:38,,,,PO Box 2632,Pomona,,91769-2632,United States,
zcrm_265928000000152217,Amelia Burrows,zcrm_265928000000034003,N I T C,John,McCoy,CIO,john.mccoy@samplecompany.com,888-555-5894,865-555-5894,,Cold Call,Junk Lead,Large Enterprise,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,1/31/12 16:14,,FALSE,,,USD,1,1/31/12 16:14,,,,1000 23rd Ave Code 1813,Port Hueneme,,93043-0001,United States,
zcrm_265928000000152219,Amelia Burrows,zcrm_265928000000034003,N I T C,David,Foote,Computer Equipment Analyst,david.foote@samplecompany.com,888-555-4612,865-555-4612,,Employee Referral,Junk Lead,Large Enterprise,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,1/31/12 16:14,,FALSE,,,USD,1,1/31/12 16:14,,,,1000 23rd Ave Code 1813,Port Hueneme,,93043-0001,India,
zcrm_265928000000152221,Quinn Rivers,zcrm_265928000000034003,N I T C,Michael,Wright,LAN Manager,michael.wright@samplecompany.com,888-555-2468,865-555-2468,,Partner,Contacted,ERP,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,1/31/12 16:14,,FALSE,,,USD,1,1/31/12 16:14,,,,1000 23rd Ave Code 1813,Port Hueneme,,93043-0001,United States,
zcrm_265928000000152223,Amelia Burrows,zcrm_265928000000034003,Caremark Inc,Mac,Crawford,CEO,mac@samplecompany.com,888-555-1357,865-555-1357,,External Referral,Junk Lead,ASP,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,2/27/13 10:38,,TRUE,,,USD,1,2/27/13 10:38,,,,1127 Bryn Mawr Ave,Redlands,,92374-4558,France,
zcrm_265928000000152225,Amelia Burrows,zcrm_265928000000034003,Caremark Inc,Allen,Kreger,Manager IS Operations,allen@gmail.com,888-555-2456,865-555-2456,,Online Store,Lost Lead,ASP,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,7/29/13 9:03,,TRUE,-None-,,USD,1,7/29/13 9:03,,"Catering, Cleaning & Repair",,1127 Bryn Mawr Ave,Redlands,,92374-4558,United States,
zcrm_265928000000152229,Amelia Burrows,zcrm_265928000000034003,West Wells Fargo Home Mortgage,Robert,Peterkin,MIS Manager,robert@samplecompany.com,888-555-5432,865-555-5432,,Partner,Junk Lead,Large Enterprise,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,1/31/12 16:14,,FALSE,,,USD,1,1/31/12 16:14,,,,4680 Hallmark Pkwy,San Bernardino,,92407-1816,France,
zcrm_265928000000152231,Amelia Burrows,zcrm_265928000000034003,Comerica Bank California,Craig,Mancuso,VP of MIS/CIO,craig@samplecompany.com,888-555-6543,865-555-6543,,Advertisement,Junk Lead,Large Enterprise,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,2/27/13 10:38,,TRUE,,,USD,1,2/27/13 10:38,,,,PO Box 2249,San Jose,,95109-2249,United States,
zcrm_265928000000152233,Amelia Burrows,zcrm_265928000000034003,Comerica Bank California,J.,Fulton,CEO,j.fulton@samplecompany.com,888-555-7654,865-555-7654,,External Referral,Lost Lead,Large Enterprise,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,2/27/13 10:38,,TRUE,,,USD,1,2/27/13 10:38,,,,PO Box 2249,San Jose,,95109-2249,United States,
zcrm_265928000000152235,Amelia Burrows,zcrm_265928000000034003,Comerica Bank California,Lezia,Olivira,IS Administrator/Assist to VP of IS,lezia@samplecompany.com,888-555-8765,865-555-8765,,Advertisement,Contacted,ASP,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,2/27/13 10:38,,TRUE,,,USD,1,2/27/13 10:38,,,,PO Box 2249,San Jose,,95109-2249,Germany,
zcrm_265928000000152237,Amelia Burrows,zcrm_265928000000034003,Kellogg Company,Patrick,Yee,IT Director,patrick.yee@samplecompany.com,888-555-9876,865-555-9876,,Partner,Lost Lead,ERP,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,2/27/13 10:38,,TRUE,,,USD,1,2/27/13 10:38,,,,PO Box 5191,San Jose,,95150-5191,United States,
zcrm_265928000000152239,Amelia Burrows,zcrm_265928000000034003,California Casualty Management Co,Thomas,Brown,Chairman of the Board,thomas@samplecompany.com,888-555-0987,865-555-0987,,Cold Call,Junk Lead,Large Enterprise,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,2/27/13 10:38,,TRUE,,,USD,1,2/27/13 10:38,,,,PO Box M,San Mateo,,94402-0080,Germany,
zcrm_265928000000152243,Amelia Burrows,zcrm_265928000000034003,California Casualty Management Co,Michael,Cochran,Technical Support Manager,michael.cochran@samplecompany.com,888-555-6789,865-555-6789,,Online Store,Junk Lead,ERP,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,2/27/13 10:38,,TRUE,,,USD,1,2/27/13 10:38,,,,PO Box M,San Mateo,,94402-0080,United States,
zcrm_265928000000152245,Amelia Burrows,zcrm_265928000000034003,Behr Process Corporation,Malcolm,Niles,CIO,malcolm@samplecompany.com,888-555-5678,865-555-5678,,Online Store,Lost Lead,Large Enterprise,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,2/27/13 10:38,,TRUE,,,USD,1,2/27/13 10:38,,,,PO Box 1287,Santa Ana,,92702-1287,India,
zcrm_265928000000152247,Amelia Burrows,zcrm_265928000000034003,Matria Healthcare Inc,Pete,Petit,CEO,pete@samplecompany.com,888-555-4567,865-555-4567,,Employee Referral,Lost Lead,ASP,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,2/27/13 10:38,,TRUE,,,USD,1,2/27/13 10:38,,,,1936 E Deere Ave Ste 100,Santa Ana,,92705-5733,United States,
zcrm_265928000000152249,Amelia Burrows,zcrm_265928000000034003,Matria Healthcare Inc,Thomas,Elmore,Application Development Mgr/CTO,thomas@samplecompany.com,888-555-3456,865-555-3456,,Online Store,Contacted,ASP,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,2/27/13 10:38,,TRUE,,,USD,1,2/27/13 10:38,,,,1936 E Deere Ave Ste 100,Santa Ana,,92705-5733,Germany,
zcrm_265928000000152251,Amelia Burrows,zcrm_265928000000034003,McKesson Corporation,Gary,Brawley,Computer Room Supervisor,gary.brawley@samplecompany.com,888-555-2345,865-555-2345,,Partner,Contacted,Large Enterprise,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,1/31/12 16:14,,FALSE,,,USD,1,1/31/12 16:14,,,,9501 Norwalk Blvd,Santa Fe Springs,,90670-2929,United States,
zcrm_265928000000152253,Alicia Banks,zcrm_265928000000034003,Olive View U C L A Medical Center,Melvin,Brewster,CIO,melvin@samplecompany.com,888-555-1234,865-555-1234,,Partner,Contacted,ASP,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,1/31/12 16:14,,FALSE,,,USD,1,1/31/12 16:14,,,,14445 Olive View Dr,Sylmar,,91342-1437,United States,
zcrm_265928000000152255,Amelia Burrows,zcrm_265928000000034003,Olive View U C L A Medical Center,Melinda,Anderson,Hospital Administrator/CEO,melinda.anderson@samplecompany.com,888-555-5432,865-555-5432,,Cold Call,Junk Lead,Large Enterprise,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,1/31/12 16:14,,FALSE,,,USD,1,1/31/12 16:14,,,,14445 Olive View Dr,Sylmar,,91342-1437,India,
zcrm_265928000000152257,Amelia Burrows,zcrm_265928000000034003,Los Robles Regional Medical Center,Art,Clayton,Director of IS,clayton@samplecompany.com,888-555-1111,865-555-1111,,Online Store,Lost Lead,ASP,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,2/27/13 10:38,,TRUE,,,USD,1,2/27/13 10:38,,,,215 W Janss Rd,Thousand Oaks,,91360-1847,United States,
zcrm_265928000000152259,Alicia Banks,zcrm_265928000000034003,Thousand Oaks Star,Victor,Wong,Senior System Administrator,victor.wong@samplecompany.com,888-555-2222,865-555-2222,,External Referral,Junk Lead,ASP,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,1/31/12 16:14,,FALSE,,,USD,1,1/31/12 16:14,,,,PO Box 3129,Thousand Oaks,,91359-0129,Germany,
zcrm_265928000000152261,Amelia Burrows,zcrm_265928000000034003,Little Company of Mary,Danny,Ortega,CTO,danny@samplecompany.com,888-555-3333,865-555-3333,,External Referral,Contacted,ASP,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,2/27/13 10:38,,TRUE,,,USD,1,2/27/13 10:38,,,,4101 Torrance Blvd,Torrance,,90503-4607,United States,
zcrm_265928000000152263,Tai Chang,zcrm_265928000000034003,Little Company of Mary,Bridgette,Johnson,IT Manager,bridgette@samplecompany.com,888-555-4444,865-555-4444,,Advertisement,Lost Lead,ERP,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,2/27/13 10:38,,TRUE,,,USD,1,2/27/13 10:38,,,,4101 Torrance Blvd,Torrance,,90503-4607,United States,
zcrm_265928000000152265,Martha Hills,zcrm_265928000000034003,Little Company of Mary,Brad,Osborne,CIO,brad@samplecompany.com,888-555-5555,865-555-5555,,Advertisement,Lost Lead,ASP,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,2/27/13 10:38,,TRUE,,,USD,1,2/27/13 10:38,,,,4101 Torrance Blvd,Torrance,,90503-4607,India,
zcrm_265928000000152267,Martha Hills,zcrm_265928000000034003,Trona Railway Company,Robert,Bauer,IS Specialist,robert.bauer@samplecompany.com,888-555-6666,865-555-6666,,Advertisement,Junk Lead,ASP,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,1/31/12 16:14,,FALSE,,,USD,1,1/31/12 16:14,,,,13068 Main St,Trona,,93562-1911,United States,
zcrm_265928000000152269,Amelia Burrows,zcrm_265928000000034003,Community Memorial Hospital Inc,Louise,Culver,IT Data Processing Mgr,louise@samplecompany.com,888-555-7766,865-555-7766,,Partner,Contacted,ASP,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,2/27/13 10:38,,TRUE,,,USD,1,2/27/13 10:38,,,,147 N Brent St,Ventura,,93003-2854,United States,
zcrm_265928000000152271,Amelia Burrows,zcrm_265928000000034003,Varian Inc,Jerry,Keefe,IT Director,jerry@samplecompany.com,888-555-7777,865-555-7777,,External Referral,Lost Lead,ASP,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,1/31/12 16:14,,FALSE,,,USD,1,1/31/12 16:14,,,,2700 Mitchell Dr,Walnut Creek,,94598-1675,Unite Kingdom,
zcrm_265928000000152273,Amelia Burrows,zcrm_265928000000034003,Varian Inc,Roger,Hensley,Facility Supervisor,roger@samplecompany.com,888-555-8888,865-555-8888,,Online Store,Lost Lead,ASP,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,1/31/12 16:14,,FALSE,,,USD,1,1/31/12 16:14,,,,2700 Mitchell Dr,Walnut Creek,,94598-1675,United States,
zcrm_265928000000152279,Amelia Burrows,zcrm_265928000000034003,Presbyterian Intercommunity Hosp,Daniel,Adams,President/CEO,daniel@samplecompany.com,888-555-6666,865-555-6666,,External Referral,Lost Lead,ERP,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,1/31/12 16:14,,FALSE,,,USD,1,1/31/12 16:14,,,,12401 Washington Blvd,Whittier,,90602-1006,United States,
zcrm_265928000000152281,Amelia Burrows,zcrm_265928000000034003,Presbyterian Intercommunity Hosp,Gary,Koger,CFO,gary.koger@samplecompany.com,888-555-7659,865-555-7659,,Advertisement,Contacted,ASP,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,1/31/12 16:14,,FALSE,,,USD,1,1/31/12 16:14,,,,12401 Washington Blvd,Whittier,,90602-1006,India,
zcrm_265928000000152283,Amelia Burrows,zcrm_265928000000034003,Conoco Phillips Corporation,Jim,Malva,CEO,jim.malva@samplecompany.com,888-555-4701,865-555-4701,,Advertisement,Junk Lead,ASP,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,2/27/13 10:38,,TRUE,,,USD,1,2/27/13 10:38,,,,PO Box 758,Wilmington,,90748-0758,United States,
zcrm_265928000000152285,Amelia Burrows,zcrm_265928000000034003,Conoco Phillips Corporation,Mohammad,Badaruddin,IT Manager,m.badaruddin@samplecompany.com,888-555-6548,865-555-6548,,Cold Call,Contacted,ASP,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,2/27/13 10:38,,TRUE,,,USD,1,2/27/13 10:38,,,,PO Box 758,Wilmington,,90748-0758,United States,
zcrm_265928000000152287,Amelia Burrows,zcrm_265928000000034003,Health Net Inc,Ed,Wendt,Senior VP/CIO,ed.wendt@samplecompany.com,888-555-6512,865-555-6512,,Online Store,Lost Lead,Large Enterprise,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,2/27/13 10:38,,TRUE,,,USD,1,2/27/13 10:38,,,,21281 Burbank Blvd,Woodland Hills,,91367-7073,United States,
zcrm_265928000000152289,Amelia Burrows,zcrm_265928000000034003,Health Net Inc,Fred,Nainavaii,Manager of IS Applications,fred@samplecompany.com,888-555-3456,865-555-3456,,Partner,Lost Lead,ASP,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,2/27/13 10:38,,TRUE,,,USD,1,2/27/13 10:38,,,,21281 Burbank Blvd,Woodland Hills,,91367-7073,United States,
zcrm_265928000000152291,Amelia Burrows,zcrm_265928000000034003,Health Net Inc,Jay,Gallert,President/CEO,fred.nainavaii@samplecompany.com,888-555-5567,865-555-5567,,Online Store,Lost Lead,ERP,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,2/27/13 10:38,,TRUE,,,USD,1,2/27/13 10:38,,,,21281 Burbank Blvd,Woodland Hills,,91367-7073,India,
zcrm_265928000000152293,Amelia Burrows,zcrm_265928000000034003,Health Net Inc,Trevor,Dodson,Manager Client Tech Svcs/CTO,trevor@samplecompany.com,888-555-4356,865-555-4356,,Cold Call,Contacted,Large Enterprise,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,2/27/13 10:38,,TRUE,,,USD,1,2/27/13 10:38,,,,21281 Burbank Blvd,Woodland Hills,,91367-7073,United States,
zcrm_265928000000152295,Amelia Burrows,zcrm_265928000000034003,Health Net Inc,Deborah,Grogan,IT MGR,deborah@samplecompany.com,888-555-5478,865-555-5478,,Employee Referral,Lost Lead,ERP,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,2/27/13 10:38,,TRUE,,,USD,1,2/27/13 10:38,,,,21281 Burbank Blvd,Woodland Hills,,91367-7073,United States,
zcrm_265928000000152299,Amelia Burrows,zcrm_265928000000034003,Northrop Grumman Corporation,Ronald,Sugar,CEO,ronald@samplecompany.com,888-555-4326,865-555-4326,,Partner,Lost Lead,Large Enterprise,0,Patricia Boyle,zcrm_265928000000034003,Patricia Boyle,zcrm_265928000000034003,1/31/12 16:14,1/31/12 16:14,,FALSE,,,USD,1,1/31/12 16:14,,,,5500 Canoga Ave,Woodland Hills,,91367-6621,United States,
